0,145,0,0,0,0,170,0,60,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,235,0,0,0,280,0,0
0,0,0,0,0,350,0,0,0,0,645,0,0,400,0,0,0,443,0,0,390,0,0,0,0,0,210,0,0,0,780,0,0,0,400,0,390,0,0,0
580,200,495,905,0,210,190,455,278,555,840,120,435,285,0,0,460,0,545,0,455,375,0,310,0,840,465,505,825,395,0,980,900,460,425,418,415,455,503,0
270,445,225,0,0,0,0,300,0,235,935,0,0,745,0,0,0,530,0,240,0,0,0,0,175,903,850,235,490,0,0,805,0,,0,160,0,220,245,0
180,0,130,0,0,0,0,60,0,165,0,0,160,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,388,105,0
720,510,678,715,738,260,535,605,0,705,510,0,610,210,810,0,385,170,0,605,0,125,750,190,0,500,80,0,0,105,735,705,560,720,80,0,75,765,660,0
740,450,698,720,930,190,0,613,0,0,590,0,655,160,848,0,0,360,0,0,135,0,0,120,0,595,165,0,0,115,675,785,645,680,155,0,115,720,675,0
0,0,0,305,370,0,0,0,0,0,240,0,0,0,262,0,0,0,0,0,755,0,0,0,0,480,0,0,0,0,411,525,0,0,730,0,0,0,0,0
0,0,0,0,0,110,0,555,0,0,655,0,0,90,0,0,0,275,0,0,210,125,0,0,0,630,235,0,0,160,0,0,713,0,215,0,180,0,0,0
355,305,243,0,0,0,0,0,0,1,0,0,210,0,0,0,0,0,175,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,158,0,120,320,0
790,835,885,595,300,620,895,805,0,0,120,825,0,580,0,0,0,765,980,0,445,515,475,560,0,0,420,0,0,485,144,324,112,933,440,940,470,0,830,226
710,513,675,705,700,280,548,600,0,705,480,465,658,240,835,0,395,420,783,0,80,155,0,230,0,465,0,0,0,125,595,665,435,720,80,660,100,785,658,580
428,0,395,0,0,0,0,435,0,413,0,0,0,718,0,0,0,480,250,0,0,0,0,0,170,0,0,0,420,0,0,0,0,300,840,318,0,110,428,0
575,760,655,0,0,0,0,685,0,610,0,0,0,0,0,0,0,870,500,0,0,0,0,0,0,0,0,480,0,0,0,828,0,575,0,605,0,500,650,0
0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,355,0,0,110,115,0,150,0,540,125,0,0,0,0,0,0,0,95,0,70,0,610,0
850,0,0,575,225,0,0,0,0,0,136,0,0,620,618,652,0,0,0,0,565,580,400,0,0,132,490,0,0,0,0,300,125,0,510,0,530,0,890,205
705,0,1070,0,228,0,0,750,0,750,321,0,855,780,0,0,0,953,870,770,650,720,490,0,0,283,615,0,905,0,255,0,244,940,620,920,655,1070,800,140
790,855,890,625,266,0,0,815,0,0,139,0,0,643,0,0,0,805,0,0,505,560,0,625,0,99,465,0,0,0,117,268,0,955,470,0,500,0,830,159
250,355,165,0,0,0,400,200,255,215,945,0,150,678,0,0,0,535,140,205,785,780,0,0,165,913,775,295,565,0,0,770,900,0,745,60,750,480,220,0
660,475,645,715,715,265,500,565,0,660,484,0,0,205,825,0,403,400,0,0,80,135,750,195,0,485,80,815,0,90,580,665,525,675,0,675,65,753,630,0
240,363,140,0,0,655,360,190,240,208,940,0,125,75,0,0,0,523,150,185,750,770,0,0,175,905,755,320,520,0,0,760,0,70,750,0,695,250,200,0
675,465,645,725,720,250,480,580,0,0,450,0,0,210,825,0,215,380,0,0,75,110,0,165,0,518,105,0,0,60,625,710,555,665,75,750,0,740,620,615
395,350,0,0,0,0,338,310,250,315,0,0,280,660,0,0,0,445,220,348,810,775,0,0,125,0,825,110,465,0,0,910,0,245,798,240,795,0,388,0
135,480,123,0,780,0,0,135,0,105,845,0,240,718,0,0,0,615,255,115,740,740,0,0,330,785,725,433,630,700,810,670,770,235,703,235,710,390,0,0
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,545,0,0,0,170,151,145,0,0,0,575,0,0,0
